date,avg_temperature
2023-04-29,12.9125
2023-04-30,11.325000000000001
2023-05-01,9.604166666666666
2023-05-02,10.233333333333333
2023-05-03,9.879166666666666
2023-05-04,11.895833333333334
2023-05-05,14.612499999999999
2023-05-06,14.595833333333333
2023-05-07,15.183333333333332
2023-05-08,12.450000000000001
2023-05-09,13.341666666666667
2023-05-10,11.475
2023-05-11,9.4125
2023-05-12,10.637500000000001
2023-05-13,10.704166666666666
2023-05-14,10.141666666666667
2023-05-15,11.704166666666666
2023-05-16,10.4125
2023-05-17,8.933333333333334
2023-05-18,9.466666666666667
2023-05-19,11.583333333333334
2023-05-20,15.025
2023-05-21,17.358333333333334
2023-05-22,17.683333333333334
2023-05-23,15.608333333333334
2023-05-24,12.379166666666668
2023-05-25,14.716666666666667
2023-05-26,16.133333333333333
2023-05-27,15.808333333333332
2023-05-28,15.070833333333333
2023-05-29,15.858333333333334
2023-05-30,15.820833333333333
2023-05-31,16.220833333333335
2023-06-01,17.691666666666666
2023-06-02,17.337500000000002
2023-06-03,16.375
2023-06-04,16.3
2023-06-05,15.891666666666666
2023-06-06,15.6625
